Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BG3,NO2,12/01/2011 22:00,48.10000,ug m-3,R
BG3,NO2,12/01/2011 22:15,44.10000,ug m-3,R
BG3,NO2,12/01/2011 22:30,46.60000,ug m-3,R
BG3,NO2,12/01/2011 22:45,44.20000,ug m-3,R
BG3,NO2,12/01/2011 23:00,35.60000,ug m-3,R
BG3,NO2,12/01/2011 23:15,29.60000,ug m-3,R
BG3,NO2,12/01/2011 23:30,27.40000,ug m-3,R
BG3,NO2,12/01/2011 23:45,29.00000,ug m-3,R
BG3,NO2,13/01/2011 00:00,25.40000,ug m-3,R
BG3,NO2,13/01/2011 00:15,25.00000,ug m-3,R
BG3,NO2,13/01/2011 00:30,27.20000,ug m-3,R
BG3,NO2,13/01/2011 00:45,,ug m-3,R
BG3,NO2,13/01/2011 01:00,,ug m-3,R
BG3,NO2,13/01/2011 01:15,23.10000,ug m-3,R
BG3,NO2,13/01/2011 01:30,15.80000,ug m-3,R
BG3,NO2,13/01/2011 01:45,15.30000,ug m-3,R
BG3,NO2,13/01/2011 02:00,16.20000,ug m-3,R
BG3,NO2,13/01/2011 02:15,13.60000,ug m-3,R
BG3,NO2,13/01/2011 02:30,12.70000,ug m-3,R
BG3,NO2,13/01/2011 02:45,14.30000,ug m-3,R
BG3,NO2,13/01/2011 03:00,12.30000,ug m-3,R
BG3,NO2,13/01/2011 03:15,11.70000,ug m-3,R
BG3,NO2,13/01/2011 03:30,11.20000,ug m-3,R
BG3,NO2,13/01/2011 03:45,11.60000,ug m-3,R
BG3,NO2,13/01/2011 04:00,11.40000,ug m-3,R
BG3,NO2,13/01/2011 04:15,11.90000,ug m-3,R
BG3,NO2,13/01/2011 04:30,18.20000,ug m-3,R
BG3,NO2,13/01/2011 04:45,17.10000,ug m-3,R
BG3,NO2,13/01/2011 05:00,17.10000,ug m-3,R
BG3,NO2,13/01/2011 05:15,18.00000,ug m-3,R
BG3,NO2,13/01/2011 05:30,22.00000,ug m-3,R
BG3,NO2,13/01/2011 05:45,27.20000,ug m-3,R
BG3,NO2,13/01/2011 06:00,27.70000,ug m-3,R
BG3,NO2,13/01/2011 06:15,33.60000,ug m-3,R
BG3,NO2,13/01/2011 06:30,43.20000,ug m-3,R
BG3,NO2,13/01/2011 06:45,54.50000,ug m-3,R
BG3,NO2,13/01/2011 07:00,52.00000,ug m-3,R
BG3,NO2,13/01/2011 07:15,65.10000,ug m-3,R
BG3,NO2,13/01/2011 07:30,58.50000,ug m-3,R
BG3,NO2,13/01/2011 07:45,53.10000,ug m-3,R
BG3,NO2,13/01/2011 08:00,51.20000,ug m-3,R
BG3,NO2,13/01/2011 08:15,56.90000,ug m-3,R
BG3,NO2,13/01/2011 08:30,57.10000,ug m-3,R
BG3,NO2,13/01/2011 08:45,52.30000,ug m-3,R
BG3,NO2,13/01/2011 09:00,61.60000,ug m-3,R
BG3,NO2,13/01/2011 09:15,53.60000,ug m-3,R
BG3,NO2,13/01/2011 09:30,60.70000,ug m-3,R
BG3,NO2,13/01/2011 09:45,51.40000,ug m-3,R
BG3,NO2,13/01/2011 10:00,48.20000,ug m-3,R
BG3,NO2,13/01/2011 10:15,43.90000,ug m-3,R
BG3,NO2,13/01/2011 10:30,50.30000,ug m-3,R
BG3,NO2,13/01/2011 10:45,47.70000,ug m-3,R
BG3,NO2,13/01/2011 11:00,58.30000,ug m-3,R
BG3,NO2,13/01/2011 11:15,42.00000,ug m-3,R
BG3,NO2,13/01/2011 11:30,36.50000,ug m-3,R
BG3,NO2,13/01/2011 11:45,47.90000,ug m-3,R
BG3,NO2,13/01/2011 12:00,50.90000,ug m-3,R
BG3,NO2,13/01/2011 12:15,50.10000,ug m-3,R
BG3,NO2,13/01/2011 12:30,47.40000,ug m-3,R
BG3,NO2,13/01/2011 12:45,43.50000,ug m-3,R
BG3,NO2,13/01/2011 13:00,42.20000,ug m-3,R
BG3,NO2,13/01/2011 13:15,49.80000,ug m-3,R
BG3,NO2,13/01/2011 13:30,53.40000,ug m-3,R
BG3,NO2,13/01/2011 13:45,58.00000,ug m-3,R
BG3,NO2,13/01/2011 14:00,64.50000,ug m-3,R
BG3,NO2,13/01/2011 14:15,57.90000,ug m-3,R
BG3,NO2,13/01/2011 14:30,66.90000,ug m-3,R
BG3,NO2,13/01/2011 14:45,59.50000,ug m-3,R
BG3,NO2,13/01/2011 15:00,53.50000,ug m-3,R
BG3,NO2,13/01/2011 15:15,76.10000,ug m-3,R
BG3,NO2,13/01/2011 15:30,59.80000,ug m-3,R
BG3,NO2,13/01/2011 15:45,65.50000,ug m-3,R
BG3,NO2,13/01/2011 16:00,70.00000,ug m-3,R
BG3,NO2,13/01/2011 16:15,73.50000,ug m-3,R
BG3,NO2,13/01/2011 16:30,100.10000,ug m-3,R
BG3,NO2,13/01/2011 16:45,91.30000,ug m-3,R
BG3,NO2,13/01/2011 17:00,94.70000,ug m-3,R
BG3,NO2,13/01/2011 17:15,85.20000,ug m-3,R
BG3,NO2,13/01/2011 17:30,63.20000,ug m-3,R
BG3,NO2,13/01/2011 17:45,89.30000,ug m-3,R
BG3,NO2,13/01/2011 18:00,90.50000,ug m-3,R
BG3,NO2,13/01/2011 18:15,92.60000,ug m-3,R
BG3,NO2,13/01/2011 18:30,80.10000,ug m-3,R
BG3,NO2,13/01/2011 18:45,75.60000,ug m-3,R
BG3,NO2,13/01/2011 19:00,67.80000,ug m-3,R
BG3,NO2,13/01/2011 19:15,69.30000,ug m-3,R
BG3,NO2,13/01/2011 19:30,62.10000,ug m-3,R
BG3,NO2,13/01/2011 19:45,62.10000,ug m-3,R
BG3,NO2,13/01/2011 20:00,49.20000,ug m-3,R
BG3,NO2,13/01/2011 20:15,48.30000,ug m-3,R
BG3,NO2,13/01/2011 20:30,62.20000,ug m-3,R
BG3,NO2,13/01/2011 20:45,50.80000,ug m-3,R
BG3,NO2,13/01/2011 21:00,37.60000,ug m-3,R
BG3,NO2,13/01/2011 21:15,35.70000,ug m-3,R
BG3,NO2,13/01/2011 21:30,31.70000,ug m-3,R
BG3,NO2,13/01/2011 21:45,33.60000,ug m-3,R
BG3,NO2,13/01/2011 22:00,29.00000,ug m-3,R
BG3,NO2,13/01/2011 22:15,25.10000,ug m-3,R
BG3,NO2,13/01/2011 22:30,33.10000,ug m-3,R
BG3,NO2,13/01/2011 22:45,35.20000,ug m-3,R
BG3,NO2,13/01/2011 23:00,21.30000,ug m-3,R
BG3,NO2,13/01/2011 23:15,19.70000,ug m-3,R
BG3,NO2,13/01/2011 23:30,20.70000,ug m-3,R
BG3,NO2,13/01/2011 23:45,23.40000,ug m-3,R
BG3,NO2,14/01/2011 00:00,17.80000,ug m-3,R
BG3,NO2,14/01/2011 00:15,15.20000,ug m-3,R
BG3,NO2,14/01/2011 00:30,15.40000,ug m-3,R
BG3,NO2,14/01/2011 00:45,,ug m-3,R
BG3,NO2,14/01/2011 01:00,,ug m-3,R
BG3,NO2,14/01/2011 01:15,13.90000,ug m-3,R
BG3,NO2,14/01/2011 01:30,11.50000,ug m-3,R
BG3,NO2,14/01/2011 01:45,11.00000,ug m-3,R
BG3,NO2,14/01/2011 02:00,9.90000,ug m-3,R
BG3,NO2,14/01/2011 02:15,11.20000,ug m-3,R
BG3,NO2,14/01/2011 02:30,11.20000,ug m-3,R
BG3,NO2,14/01/2011 02:45,12.10000,ug m-3,R
BG3,NO2,14/01/2011 03:00,9.70000,ug m-3,R
BG3,NO2,14/01/2011 03:15,11.90000,ug m-3,R
BG3,NO2,14/01/2011 03:30,14.00000,ug m-3,R
BG3,NO2,14/01/2011 03:45,14.90000,ug m-3,R
BG3,NO2,14/01/2011 04:00,13.90000,ug m-3,R
BG3,NO2,14/01/2011 04:15,15.20000,ug m-3,R
BG3,NO2,14/01/2011 04:30,16.30000,ug m-3,R
BG3,NO2,14/01/2011 04:45,17.30000,ug m-3,R
BG3,NO2,14/01/2011 05:00,20.80000,ug m-3,R
BG3,NO2,14/01/2011 05:15,22.10000,ug m-3,R
BG3,NO2,14/01/2011 05:30,28.60000,ug m-3,R
BG3,NO2,14/01/2011 05:45,28.60000,ug m-3,R
BG3,NO2,14/01/2011 06:00,29.40000,ug m-3,R
BG3,NO2,14/01/2011 06:15,33.50000,ug m-3,R
BG3,NO2,14/01/2011 06:30,36.80000,ug m-3,R
BG3,NO2,14/01/2011 06:45,55.30000,ug m-3,R
BG3,NO2,14/01/2011 07:00,60.40000,ug m-3,R
BG3,NO2,14/01/2011 07:15,52.20000,ug m-3,R
BG3,NO2,14/01/2011 07:30,46.20000,ug m-3,R
BG3,NO2,14/01/2011 07:45,61.30000,ug m-3,R
BG3,NO2,14/01/2011 08:00,56.30000,ug m-3,R
BG3,NO2,14/01/2011 08:15,63.60000,ug m-3,R
BG3,NO2,14/01/2011 08:30,70.80000,ug m-3,R
BG3,NO2,14/01/2011 08:45,79.10000,ug m-3,R
BG3,NO2,14/01/2011 09:00,64.80000,ug m-3,R
BG3,NO2,14/01/2011 09:15,69.10000,ug m-3,R
BG3,NO2,14/01/2011 09:30,66.10000,ug m-3,R
BG3,NO2,14/01/2011 09:45,68.90000,ug m-3,R
BG3,NO2,14/01/2011 10:00,57.70000,ug m-3,R
BG3,NO2,14/01/2011 10:15,89.60000,ug m-3,R
BG3,NO2,14/01/2011 10:30,62.40000,ug m-3,R
BG3,NO2,14/01/2011 10:45,55.70000,ug m-3,R
BG3,NO2,14/01/2011 11:00,57.60000,ug m-3,R
BG3,NO2,14/01/2011 11:15,57.80000,ug m-3,R
BG3,NO2,14/01/2011 11:30,55.70000,ug m-3,R
BG3,NO2,14/01/2011 11:45,56.10000,ug m-3,R
BG3,NO2,14/01/2011 12:00,58.50000,ug m-3,R
BG3,NO2,14/01/2011 12:15,82.70000,ug m-3,R
BG3,NO2,14/01/2011 12:30,74.50000,ug m-3,R
BG3,NO2,14/01/2011 12:45,60.50000,ug m-3,R
BG3,NO2,14/01/2011 13:00,65.80000,ug m-3,R
BG3,NO2,14/01/2011 13:15,63.70000,ug m-3,R
BG3,NO2,14/01/2011 13:30,56.50000,ug m-3,R
BG3,NO2,14/01/2011 13:45,61.30000,ug m-3,R
BG3,NO2,14/01/2011 14:00,64.80000,ug m-3,R
BG3,NO2,14/01/2011 14:15,61.70000,ug m-3,R
BG3,NO2,14/01/2011 14:30,60.60000,ug m-3,R
BG3,NO2,14/01/2011 14:45,63.50000,ug m-3,R
BG3,NO2,14/01/2011 15:00,69.40000,ug m-3,R
BG3,NO2,14/01/2011 15:15,62.40000,ug m-3,R
BG3,NO2,14/01/2011 15:30,61.50000,ug m-3,R
BG3,NO2,14/01/2011 15:45,56.30000,ug m-3,R
BG3,NO2,14/01/2011 16:00,81.30000,ug m-3,R
BG3,NO2,14/01/2011 16:15,76.20000,ug m-3,R
BG3,NO2,14/01/2011 16:30,78.60000,ug m-3,R
BG3,NO2,14/01/2011 16:45,114.90000,ug m-3,R
BG3,NO2,14/01/2011 17:00,123.00000,ug m-3,R
BG3,NO2,14/01/2011 17:15,108.00000,ug m-3,R
BG3,NO2,14/01/2011 17:30,99.70000,ug m-3,R
BG3,NO2,14/01/2011 17:45,98.30000,ug m-3,R
BG3,NO2,14/01/2011 18:00,107.80000,ug m-3,R
BG3,NO2,14/01/2011 18:15,91.00000,ug m-3,R
BG3,NO2,14/01/2011 18:30,80.60000,ug m-3,R
BG3,NO2,14/01/2011 18:45,74.70000,ug m-3,R
BG3,NO2,14/01/2011 19:00,90.20000,ug m-3,R
BG3,NO2,14/01/2011 19:15,87.20000,ug m-3,R
BG3,NO2,14/01/2011 19:30,82.00000,ug m-3,R
BG3,NO2,14/01/2011 19:45,67.00000,ug m-3,R
BG3,NO2,14/01/2011 20:00,66.40000,ug m-3,R
BG3,NO2,14/01/2011 20:15,76.00000,ug m-3,R
BG3,NO2,14/01/2011 20:30,56.90000,ug m-3,R
BG3,NO2,14/01/2011 20:45,57.10000,ug m-3,R
BG3,NO2,14/01/2011 21:00,56.80000,ug m-3,R
BG3,NO2,14/01/2011 21:15,43.20000,ug m-3,R
BG3,NO2,14/01/2011 21:30,46.90000,ug m-3,R
BG3,NO2,14/01/2011 21:45,56.00000,ug m-3,R
BG3,NO2,14/01/2011 22:00,,ug m-3,R
BG3,NO2,14/01/2011 22:15,,ug m-3,R
BG3,NO2,14/01/2011 22:30,,ug m-3,R
BG3,NO2,14/01/2011 22:45,,ug m-3,R
BG3,NO2,14/01/2011 23:00,64.30000,ug m-3,R
BG3,NO2,14/01/2011 23:15,47.60000,ug m-3,R
BG3,NO2,14/01/2011 23:30,48.60000,ug m-3,R
BG3,NO2,14/01/2011 23:45,47.80000,ug m-3,R
BG3,NO2,15/01/2011 00:00,38.20000,ug m-3,R
BG3,NO2,15/01/2011 00:15,33.40000,ug m-3,R
BG3,NO2,15/01/2011 00:30,50.20000,ug m-3,R
BG3,NO2,15/01/2011 00:45,,ug m-3,R
BG3,NO2,15/01/2011 01:00,,ug m-3,R
BG3,NO2,15/01/2011 01:15,40.30000,ug m-3,R
BG3,NO2,15/01/2011 01:30,33.40000,ug m-3,R
BG3,NO2,15/01/2011 01:45,29.50000,ug m-3,R
BG3,NO2,15/01/2011 02:00,24.90000,ug m-3,R
BG3,NO2,15/01/2011 02:15,19.10000,ug m-3,R
BG3,NO2,15/01/2011 02:30,18.00000,ug m-3,R
BG3,NO2,15/01/2011 02:45,16.20000,ug m-3,R
BG3,NO2,15/01/2011 03:00,14.80000,ug m-3,R
BG3,NO2,15/01/2011 03:15,22.60000,ug m-3,R
BG3,NO2,15/01/2011 03:30,17.80000,ug m-3,R
BG3,NO2,15/01/2011 03:45,17.80000,ug m-3,R
BG3,NO2,15/01/2011 04:00,17.50000,ug m-3,R
BG3,NO2,15/01/2011 04:15,16.70000,ug m-3,R
BG3,NO2,15/01/2011 04:30,11.00000,ug m-3,R
BG3,NO2,15/01/2011 04:45,15.20000,ug m-3,R
BG3,NO2,15/01/2011 05:00,18.90000,ug m-3,R
BG3,NO2,15/01/2011 05:15,16.00000,ug m-3,R
BG3,NO2,15/01/2011 05:30,15.70000,ug m-3,R
BG3,NO2,15/01/2011 05:45,16.30000,ug m-3,R
BG3,NO2,15/01/2011 06:00,25.80000,ug m-3,R
BG3,NO2,15/01/2011 06:15,25.90000,ug m-3,R
BG3,NO2,15/01/2011 06:30,29.10000,ug m-3,R
BG3,NO2,15/01/2011 06:45,34.50000,ug m-3,R
BG3,NO2,15/01/2011 07:00,24.30000,ug m-3,R
BG3,NO2,15/01/2011 07:15,26.10000,ug m-3,R
BG3,NO2,15/01/2011 07:30,36.50000,ug m-3,R
BG3,NO2,15/01/2011 07:45,31.40000,ug m-3,R
BG3,NO2,15/01/2011 08:00,34.10000,ug m-3,R
BG3,NO2,15/01/2011 08:15,23.30000,ug m-3,R
BG3,NO2,15/01/2011 08:30,31.90000,ug m-3,R
BG3,NO2,15/01/2011 08:45,32.00000,ug m-3,R
BG3,NO2,15/01/2011 09:00,34.90000,ug m-3,R
BG3,NO2,15/01/2011 09:15,43.90000,ug m-3,R
BG3,NO2,15/01/2011 09:30,35.30000,ug m-3,R
BG3,NO2,15/01/2011 09:45,40.70000,ug m-3,R
BG3,NO2,15/01/2011 10:00,28.60000,ug m-3,R
BG3,NO2,15/01/2011 10:15,33.90000,ug m-3,R
BG3,NO2,15/01/2011 10:30,36.20000,ug m-3,R
BG3,NO2,15/01/2011 10:45,35.40000,ug m-3,R
BG3,NO2,15/01/2011 11:00,38.20000,ug m-3,R
BG3,NO2,15/01/2011 11:15,28.50000,ug m-3,R
BG3,NO2,15/01/2011 11:30,26.70000,ug m-3,R
BG3,NO2,15/01/2011 11:45,40.30000,ug m-3,R
BG3,NO2,15/01/2011 12:00,34.60000,ug m-3,R
BG3,NO2,15/01/2011 12:15,29.30000,ug m-3,R
BG3,NO2,15/01/2011 12:30,31.30000,ug m-3,R
BG3,NO2,15/01/2011 12:45,29.60000,ug m-3,R
BG3,NO2,15/01/2011 13:00,40.00000,ug m-3,R
BG3,NO2,15/01/2011 13:15,44.50000,ug m-3,R
BG3,NO2,15/01/2011 13:30,43.50000,ug m-3,R
BG3,NO2,15/01/2011 13:45,41.90000,ug m-3,R
BG3,NO2,15/01/2011 14:00,47.90000,ug m-3,R
BG3,NO2,15/01/2011 14:15,37.30000,ug m-3,R
BG3,NO2,15/01/2011 14:30,46.90000,ug m-3,R
BG3,NO2,15/01/2011 14:45,74.80000,ug m-3,R
BG3,NO2,15/01/2011 15:00,53.50000,ug m-3,R
BG3,NO2,15/01/2011 15:15,56.60000,ug m-3,R
BG3,NO2,15/01/2011 15:30,53.80000,ug m-3,R
BG3,NO2,15/01/2011 15:45,62.40000,ug m-3,R
BG3,NO2,15/01/2011 16:00,48.40000,ug m-3,R
BG3,NO2,15/01/2011 16:15,62.90000,ug m-3,R
BG3,NO2,15/01/2011 16:30,77.80000,ug m-3,R
BG3,NO2,15/01/2011 16:45,78.50000,ug m-3,R
BG3,NO2,15/01/2011 17:00,71.30000,ug m-3,R
BG3,NO2,15/01/2011 17:15,63.10000,ug m-3,R
BG3,NO2,15/01/2011 17:30,55.20000,ug m-3,R
BG3,NO2,15/01/2011 17:45,43.10000,ug m-3,R
BG3,NO2,15/01/2011 18:00,36.80000,ug m-3,R
BG3,NO2,15/01/2011 18:15,58.00000,ug m-3,R
BG3,NO2,15/01/2011 18:30,48.20000,ug m-3,R
BG3,NO2,15/01/2011 18:45,39.00000,ug m-3,R
BG3,NO2,15/01/2011 19:00,56.70000,ug m-3,R
BG3,NO2,15/01/2011 19:15,40.30000,ug m-3,R
BG3,NO2,15/01/2011 19:30,42.50000,ug m-3,R
BG3,NO2,15/01/2011 19:45,36.90000,ug m-3,R
BG3,NO2,15/01/2011 20:00,32.30000,ug m-3,R
BG3,NO2,15/01/2011 20:15,43.00000,ug m-3,R
BG3,NO2,15/01/2011 20:30,47.60000,ug m-3,R
BG3,NO2,15/01/2011 20:45,42.50000,ug m-3,R
BG3,NO2,15/01/2011 21:00,35.50000,ug m-3,R
BG3,NO2,15/01/2011 21:15,29.20000,ug m-3,R
BG3,NO2,15/01/2011 21:30,32.20000,ug m-3,R
BG3,NO2,15/01/2011 21:45,24.70000,ug m-3,R
BG3,NO2,15/01/2011 22:00,28.70000,ug m-3,R
BG3,NO2,15/01/2011 22:15,31.00000,ug m-3,R
BG3,NO2,15/01/2011 22:30,36.50000,ug m-3,R
BG3,NO2,15/01/2011 22:45,31.50000,ug m-3,R
BG3,NO2,15/01/2011 23:00,38.40000,ug m-3,R
BG3,NO2,15/01/2011 23:15,28.90000,ug m-3,R
BG3,NO2,15/01/2011 23:30,42.10000,ug m-3,R
BG3,NO2,15/01/2011 23:45,35.70000,ug m-3,R
BG3,NO2,16/01/2011 00:00,31.20000,ug m-3,R
BG3,NO2,16/01/2011 00:15,28.00000,ug m-3,R
BG3,NO2,16/01/2011 00:30,33.40000,ug m-3,R
BG3,NO2,16/01/2011 00:45,,ug m-3,R
BG3,NO2,16/01/2011 01:00,,ug m-3,R
BG3,NO2,16/01/2011 01:15,20.50000,ug m-3,R
BG3,NO2,16/01/2011 01:30,15.20000,ug m-3,R
BG3,NO2,16/01/2011 01:45,12.40000,ug m-3,R
BG3,NO2,16/01/2011 02:00,14.30000,ug m-3,R
BG3,NO2,16/01/2011 02:15,11.30000,ug m-3,R
BG3,NO2,16/01/2011 02:30,12.60000,ug m-3,R
BG3,NO2,16/01/2011 02:45,15.10000,ug m-3,R
BG3,NO2,16/01/2011 03:00,13.40000,ug m-3,R
BG3,NO2,16/01/2011 03:15,13.80000,ug m-3,R
BG3,NO2,16/01/2011 03:30,14.70000,ug m-3,R
BG3,NO2,16/01/2011 03:45,16.90000,ug m-3,R
BG3,NO2,16/01/2011 04:00,12.30000,ug m-3,R
BG3,NO2,16/01/2011 04:15,19.50000,ug m-3,R
BG3,NO2,16/01/2011 04:30,18.20000,ug m-3,R
BG3,NO2,16/01/2011 04:45,12.20000,ug m-3,R
BG3,NO2,16/01/2011 05:00,13.90000,ug m-3,R
BG3,NO2,16/01/2011 05:15,11.90000,ug m-3,R
BG3,NO2,16/01/2011 05:30,12.40000,ug m-3,R
BG3,NO2,16/01/2011 05:45,12.80000,ug m-3,R
BG3,NO2,16/01/2011 06:00,16.00000,ug m-3,R
BG3,NO2,16/01/2011 06:15,15.20000,ug m-3,R
BG3,NO2,16/01/2011 06:30,23.90000,ug m-3,R
BG3,NO2,16/01/2011 06:45,23.50000,ug m-3,R
BG3,NO2,16/01/2011 07:00,17.60000,ug m-3,R
BG3,NO2,16/01/2011 07:15,15.80000,ug m-3,R
BG3,NO2,16/01/2011 07:30,18.50000,ug m-3,R
BG3,NO2,16/01/2011 07:45,37.40000,ug m-3,R
BG3,NO2,16/01/2011 08:00,21.90000,ug m-3,R
BG3,NO2,16/01/2011 08:15,17.20000,ug m-3,R
BG3,NO2,16/01/2011 08:30,24.30000,ug m-3,R
BG3,NO2,16/01/2011 08:45,22.60000,ug m-3,R
BG3,NO2,16/01/2011 09:00,26.50000,ug m-3,R
BG3,NO2,16/01/2011 09:15,21.70000,ug m-3,R
BG3,NO2,16/01/2011 09:30,21.10000,ug m-3,R
BG3,NO2,16/01/2011 09:45,26.10000,ug m-3,R
BG3,NO2,16/01/2011 10:00,22.00000,ug m-3,R
BG3,NO2,16/01/2011 10:15,32.70000,ug m-3,R
BG3,NO2,16/01/2011 10:30,30.10000,ug m-3,R
BG3,NO2,16/01/2011 10:45,34.60000,ug m-3,R
BG3,NO2,16/01/2011 11:00,29.60000,ug m-3,R
BG3,NO2,16/01/2011 11:15,30.70000,ug m-3,R
BG3,NO2,16/01/2011 11:30,31.10000,ug m-3,R
BG3,NO2,16/01/2011 11:45,27.60000,ug m-3,R
BG3,NO2,16/01/2011 12:00,27.40000,ug m-3,R
BG3,NO2,16/01/2011 12:15,26.40000,ug m-3,R
BG3,NO2,16/01/2011 12:30,30.10000,ug m-3,R
BG3,NO2,16/01/2011 12:45,29.60000,ug m-3,R
BG3,NO2,16/01/2011 13:00,35.40000,ug m-3,R
BG3,NO2,16/01/2011 13:15,38.50000,ug m-3,R
BG3,NO2,16/01/2011 13:30,29.20000,ug m-3,R
BG3,NO2,16/01/2011 13:45,27.40000,ug m-3,R
BG3,NO2,16/01/2011 14:00,30.80000,ug m-3,R
BG3,NO2,16/01/2011 14:15,39.80000,ug m-3,R
BG3,NO2,16/01/2011 14:30,35.30000,ug m-3,R
BG3,NO2,16/01/2011 14:45,45.50000,ug m-3,R
BG3,NO2,16/01/2011 15:00,45.00000,ug m-3,R
BG3,NO2,16/01/2011 15:15,35.00000,ug m-3,R
BG3,NO2,16/01/2011 15:30,49.90000,ug m-3,R
BG3,NO2,16/01/2011 15:45,53.20000,ug m-3,R
BG3,NO2,16/01/2011 16:00,62.30000,ug m-3,R
BG3,NO2,16/01/2011 16:15,48.40000,ug m-3,R
BG3,NO2,16/01/2011 16:30,40.00000,ug m-3,R
BG3,NO2,16/01/2011 16:45,,ug m-3,R
BG3,NO2,16/01/2011 17:00,40.00000,ug m-3,R
BG3,NO2,16/01/2011 17:15,42.20000,ug m-3,R
BG3,NO2,16/01/2011 17:30,45.20000,ug m-3,R
BG3,NO2,16/01/2011 17:45,44.40000,ug m-3,R
BG3,NO2,16/01/2011 18:00,43.30000,ug m-3,R
BG3,NO2,16/01/2011 18:15,47.20000,ug m-3,R
BG3,NO2,16/01/2011 18:30,52.10000,ug m-3,R
BG3,NO2,16/01/2011 18:45,58.50000,ug m-3,R
BG3,NO2,16/01/2011 19:00,39.70000,ug m-3,R
BG3,NO2,16/01/2011 19:15,38.30000,ug m-3,R
BG3,NO2,16/01/2011 19:30,58.80000,ug m-3,R
BG3,NO2,16/01/2011 19:45,31.70000,ug m-3,R
BG3,NO2,16/01/2011 20:00,51.70000,ug m-3,R
BG3,NO2,16/01/2011 20:15,40.90000,ug m-3,R
BG3,NO2,16/01/2011 20:30,34.30000,ug m-3,R
BG3,NO2,16/01/2011 20:45,34.60000,ug m-3,R
BG3,NO2,16/01/2011 21:00,34.80000,ug m-3,R
BG3,NO2,16/01/2011 21:15,39.30000,ug m-3,R
BG3,NO2,16/01/2011 21:30,32.00000,ug m-3,R
BG3,NO2,16/01/2011 21:45,30.80000,ug m-3,R
BG3,NO2,16/01/2011 22:00,39.70000,ug m-3,R
BG3,NO2,16/01/2011 22:15,39.60000,ug m-3,R
BG3,NO2,16/01/2011 22:30,43.50000,ug m-3,R
BG3,NO2,16/01/2011 22:45,49.70000,ug m-3,R
BG3,NO2,16/01/2011 23:00,44.60000,ug m-3,R
BG3,NO2,16/01/2011 23:15,38.70000,ug m-3,R
BG3,NO2,16/01/2011 23:30,31.70000,ug m-3,R
BG3,NO2,16/01/2011 23:45,33.20000,ug m-3,R
BG3,NO2,17/01/2011 00:00,37.40000,ug m-3,R
BG3,NO2,17/01/2011 00:15,40.10000,ug m-3,R
BG3,NO2,17/01/2011 00:30,41.60000,ug m-3,R
BG3,NO2,17/01/2011 00:45,,ug m-3,R
BG3,NO2,17/01/2011 01:00,,ug m-3,R
BG3,NO2,17/01/2011 01:15,61.40000,ug m-3,R
BG3,NO2,17/01/2011 01:30,62.30000,ug m-3,R
BG3,NO2,17/01/2011 01:45,66.50000,ug m-3,R
BG3,NO2,17/01/2011 02:00,53.50000,ug m-3,R
BG3,NO2,17/01/2011 02:15,60.70000,ug m-3,R
BG3,NO2,17/01/2011 02:30,63.70000,ug m-3,R
BG3,NO2,17/01/2011 02:45,68.80000,ug m-3,R
BG3,NO2,17/01/2011 03:00,80.80000,ug m-3,R
BG3,NO2,17/01/2011 03:15,76.10000,ug m-3,R
BG3,NO2,17/01/2011 03:30,72.60000,ug m-3,R
BG3,NO2,17/01/2011 03:45,77.30000,ug m-3,R
BG3,NO2,17/01/2011 04:00,83.80000,ug m-3,R
BG3,NO2,17/01/2011 04:15,69.40000,ug m-3,R
BG3,NO2,17/01/2011 04:30,67.60000,ug m-3,R
BG3,NO2,17/01/2011 04:45,65.30000,ug m-3,R
BG3,NO2,17/01/2011 05:00,71.20000,ug m-3,R
BG3,NO2,17/01/2011 05:15,72.40000,ug m-3,R
BG3,NO2,17/01/2011 05:30,87.60000,ug m-3,R
BG3,NO2,17/01/2011 05:45,91.40000,ug m-3,R
BG3,NO2,17/01/2011 06:00,95.90000,ug m-3,R
BG3,NO2,17/01/2011 06:15,115.40000,ug m-3,R
BG3,NO2,17/01/2011 06:30,98.60000,ug m-3,R
BG3,NO2,17/01/2011 06:45,87.50000,ug m-3,R
BG3,NO2,17/01/2011 07:00,84.70000,ug m-3,R
BG3,NO2,17/01/2011 07:15,114.90000,ug m-3,R
BG3,NO2,17/01/2011 07:30,110.90000,ug m-3,R
BG3,NO2,17/01/2011 07:45,104.70000,ug m-3,R
BG3,NO2,17/01/2011 08:00,108.80000,ug m-3,R
BG3,NO2,17/01/2011 08:15,120.70000,ug m-3,R
BG3,NO2,17/01/2011 08:30,100.30000,ug m-3,R
BG3,NO2,17/01/2011 08:45,110.90000,ug m-3,R
BG3,NO2,17/01/2011 09:00,96.60000,ug m-3,R
BG3,NO2,17/01/2011 09:15,84.10000,ug m-3,R
BG3,NO2,17/01/2011 09:30,85.00000,ug m-3,R
BG3,NO2,17/01/2011 09:45,84.40000,ug m-3,R
BG3,NO2,17/01/2011 10:00,82.40000,ug m-3,R
BG3,NO2,17/01/2011 10:15,68.60000,ug m-3,R
BG3,NO2,17/01/2011 10:30,55.90000,ug m-3,R
BG3,NO2,17/01/2011 10:45,55.20000,ug m-3,R
BG3,NO2,17/01/2011 11:00,44.90000,ug m-3,R
BG3,NO2,17/01/2011 11:15,48.60000,ug m-3,R
